scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight,service_code
919497,7005864,5105,2026-05-19 09:31:36,1,123,OUT_FOR_DELIVERY,37.99,SDD
919287,7005797,5175,2026-05-19 17:40:28,1,112,PICKUP,26.66,SDD
919855,7005969,5162,2026-05-19 15:31:00,5,112,FAILED,13.46,SDD
919581,7005889,5127,2026-05-19 20:50:31,2,110,OUT_FOR_DELIVERY,24.14,EXP
919646,7005911,5070,2026-05-19 19:35:09,8,140,FAILED,7.46,EXP
920195,7006086,5035,2026-05-19 17:49:34,1,103,ARRIVE,44.08,ECO
919863,7005972,5004,2026-05-19 19:54:05,6,135,ARRIVE,27.09,SDD
920209,7006086,5038,2026-05-19 19:04:37,3,107,PICKUP,33.82,EXP
919911,7005990,5187,2026-05-19 15:25:41,10,138,delivered,20.38,EXP
919289,7005797,5050,2026-05-19 19:29:35,3,128,DELIVERED,1.26,ECO
920251,7006106,5139,2026-05-19 14:00:33,7,131,DEPART,30.22,STD
919457,7005851,5015,2026-05-19 17:06:47,4,116,PICKUP,19.35,ECO
919878,7005977,5104,2026-05-19 12:44:11,9,115,DELIVERED,"10,5",EXP
919291,7005797,5165,2026-05-19 14:49:06,3,119,FAILED,30.29,ECO
919792,7005951,5179,2026-05-19 16:49:40,5,121,DEPART,12.81,SDD
919364,7005819,5182,2026-05-19 18:23:24,10,131,DEPART,8.61,EXP
919755,7005948,5166,2026-05-19 11:08:47,4,126,FAILED,16.97,EXP
919386,7005825,5139,2026-05-19 19:58:12,9,133,OUT_FOR_DELIVERY,1.34,ECO
919817,7005957,5053,2026-05-19 09:36:46,9,120,ARRIVE,19.56,SDD
919443,7005846,5099,2026-05-19 17:26:56,1,102,DEPART,35.96,EXP
919500,7005864,5027,2026-05-19 09:07:41,5,102,DEPART,44.86,EXP
919599,7005897,5036,2026-05-19 06:41:29,10,129,ARRIVE,20.57,ECO
919428,7005840,5174,19/05/2026 14:21,4,112,DELIVERED,34.23,STD
919552,7005882,5012,2026-05-19 10:03:31,8,118,DEPART,25.52,EXP
919785,7005950,5127,2026-05-19 14:42:53,8,105,OUT_FOR_DELIVERY,,STD
919642,7005910,5195,2026-05-19 15:09:08,10,127,DELIVERED,4.21,SDD
919622,7005904,5142,2026-05-19 07:08:44,4,112,OUT_FOR_DELIVERY,28.15,EXP
919819,7005957,5178,2026-05-19 08:08:11,5,121,OUT_FOR_DELIVERY,28.27,ECO
919366,7005819,5143,2026-05-19 16:30:22,1,110,ARRIVE,28.61,STD
919764,7005949,5079,2026-05-19 11:54:47,8,109,pickup,10.25,SDD
919659,7005914,5109,2026-05-19 12:30:10,10,118,FAILED,20.39,EXP
920093,7006051,5142,2026-05-19 12:56:52,7,139,FAILED,10.82,STD
919539,7005877,5036,2026-05-19 14:59:59,10,125,ARRIVE,37.59,ECO
919578,7005888,5141,2026-05-19 12:07:48,6,103,DEPART,40.0,ECO
919738,7005944,5114,2026-05-19 07:28:39,7,128,ARRIVE,33.17,EXP
920096,7006052,5111,2026-05-19 08:08:27,10,124,ARRIVE,0.62,SDD
919781,7005950,5107,2026-05-19 08:15:03,4,138,DELIVERED,22.5,EXP
919438,7005845,5042,2026-05-19 15:55:07,4,124,DEPART,43.22,STD
920145,7006069,5065,2026-05-19 16:46:56,8,129,DELIVERED,4.38,SDD
919828,7005957,5038,2026-05-19 08:33:10,4,127,PICKUP,9.81,EXP
920105,7006054,5163,2026-05-19 17:12:58,10,118,DELIVERED,11.58,STD
919530,7005874,5138,2026-05-19 09:24:58,10,119,OUT_FOR_DELIVERY,2.65,STD
919736,7005944,5004,2026-05-19 12:01:45,6,106,FAILED,32.66,ECO
919670,7005920,5001,2026-05-19 16:07:54,10,124,OUT_FOR_DELIVERY,10.87,STD
919932,7005998,5015,2026-05-19 15:11:25,2,137,FAILED,15.25,SDD
920119,7006060,5116,2026-05-19 07:34:10,2,130,failed,745.86,STD
920092,7006051,5053,2026-05-19 17:33:16,2,126,DELIVERED,8.17,ECO
920181,7006082,5034,2026-05-19 20:35:27,3,121,ARRIVE,12.45,ECO
919448,7005848,5153,2026-05-19 14:42:09,1,122,ARRIVE,16.09,STD
919394,7005827,5011,2026-05-19 08:25:30,10,106,PICKUP,9.24,ECO
919702,7005935,5178,2026-05-19 09:07:09,2,140,OUT_FOR_DELIVERY,25.25,EXP
919986,7006019,5120,2026-05-19 21:43:35,1,134,OUT_FOR_DELIVERY,22.27,ECO
919328,7005805,5065,2026-05-19 15:22:04,4,137,DEPART,10.43,ECO
920053,7006037,5007,2026-05-19 12:32:37,6,138,DELIVERED,33.75,ECO
919475,7005857,5197,2026-05-19 06:31:15,5,123,FAILED,26.13,SDD
920121,7006061,5137,2026-05-19 12:54:25,10,120,DELIVERED,1.79,ECO
919375,7005822,5009,2026-05-19 18:12:56,2,125,FAILED,3.53,SDD
920316,7006132,5191,2026-05-19 18:57:16,1,105,DEPART,13.41,EXP
919952,7006010,5078,2026-05-19 19:22:42,2,111,OUT_FOR_DELIVERY,28.02,SDD
920267,7006114,5010,2026-05-19 17:39:44,8,118,OUT_FOR_DELIVERY,34.14,ECO
919966,7006012,5101,2026-05-19 13:00:43,3,124,DEPART,13.08,STD
919403,7005829,5193,2026-05-19 07:41:43,2,121,DELIVERED,13.78,EXP
920312,7006132,5027,2026-05-19 08:30:55,5,137,DELIVERED,31.3,STD
920137,7006068,5001,2026-05-19 19:52:55,1,126,ARRIVE,8.06,STD
919519,7005871,5176,2026-05-19 07:19:23,1,138,DEPART,28.2,SDD
920214,7006087,5096,2026-05-19 16:22:19,6,123,FAILED,26.9,ECO
920284,7006121,5164,2026-05-19 21:46:32,8,109,PICKUP,14.81,EXP
919739,7005944,5152,2026-05-19 15:01:40,2,115,ARRIVE,43.52,EXP
919880,7005977,5154,2026-05-19 20:34:20,9,106,ARRIVE,9.39,ECO
919645,7005910,5039,2026-05-19 11:13:48,7,122,FAILED,7.63,STD
919321,7005804,5115,2026-05-19 10:55:01,8,105,ARRIVE,7.71,SDD
920216,7006088,5053,2026-05-19 14:25:16,9,109,DEPART,33.07,ECO
920085,7006046,5175,2026-05-19 17:55:45,8,132,DEPART,27.43,EXP
920157,7006072,5074,2026-05-19 13:37:19,1,123,DEPART,25.72,ECO
919643,7005910,5193,2026-05-19 10:37:31,8,120,DELIVERED,5.1,EXP
919791,7005951,5035,2026-05-19 11:27:21,10,114,ARRIVE,12.57,STD
919536,7005874,5027,2026-05-19 12:41:59,2,116,PICKUP,18.31,EXP
919402,7005829,5059,2026-05-19 10:13:44,10,116,ARRIVE,32.44,STD
920231,7006094,5087,2026-05-19 17:12:35,5,121,PICKUP,32.1,ECO
919469,7005855,5072,2026-05-19 13:21:13,3,105,OUT_FOR_DELIVERY,44.07,STD
920207,7006086,5100,2026-05-19 16:05:32,6,139,PICKUP,7.43,ECO
920241,7006100,5049,2026-05-19 13:05:00,9,124,OUT_FOR_DELIVERY,33.06,SDD
920038,7006033,5042,2026-05-19 20:46:05,3,121,OUT_FOR_DELIVERY,40.31,STD
919337,7005809,5040,19/05/2026 19:16,6,137,PICKUP,26.63,EXP
919752,7005948,5180,2026-05-19 08:50:08,6,137,DEPART,8.93,EXP
919585,7005889,5011,2026-05-19 07:49:39,10,123,DEPART,45.47,STD
919374,7005822,5072,2026-05-19 16:27:28,10,118,DEPART,17.3,STD
919494,7005863,5008,2026-05-19 09:54:34,1,135,PICKUP,43.1,SDD
919800,7005953,5030,2026-05-19 20:10:20,1,102,ARRIVE,39.67,STD
919313,7005802,5164,2026-05-19 11:58:42,6,122,PICKUP,5.55,SDD
919672,7005920,5190,2026-05-19 12:52:39,2,113,OUT_FOR_DELIVERY,12.27,ECO
919465,7005854,5196,2026-05-19 19:00:04,2,134,DEPART,47.6,SDD
919990,7006020,5156,2026-05-19 21:24:49,2,101,PICKUP,46.97,EXP
919813,7005955,5120,2026-05-19 21:38:44,3,,FAILED,3.65,ECO
920050,7006036,5028,2026-05-19 11:35:25,4,102,DEPART,32.66,ECO
919674,7005920,5036,2026-05-19 21:15:31,1,125,ARRIVE,45.71,STD
920183,7006083,5073,2026-05-19 17:19:11,2,104,ARRIVE,40.61,SDD
919427,7005840,5096,2026-05-19 18:38:44,10,102,PICKUP,35.65,STD
920308,7006131,5010,2026-05-19 13:49:39,8,118,DELIVERED,44.29,EXP
920319,7006132,5032,2026-05-19 06:18:12,8,116,FAILED,38.89,EXP
919262,7005788,5067,2026-05-19 15:13:19,3,109,DELIVERED,36.32,SDD
919528,7005873,5095,2026-05-19 13:07:10,3,126,OUT_FOR_DELIVERY,"46,52",STD
919989,7006020,5069,2026-05-19 21:03:48,10,103,DEPART,1.32,ECO
919572,7005887,5126,2026-05-19 08:56:49,1,110,OUT_FOR_DELIVERY,27.23,EXP
919423,7005838,5101,2026-05-19 13:38:53,9,123,DELIVERED,7.44,STD
919462,7005854,5125,2026-05-19 12:39:33,5,125,FAILED,24.76,ECO
920094,7006051,5059,2026-05-19 18:46:50,8,132,PICKUP,,SDD
919778,7005950,5144,2026-05-19 19:44:15,9,107,FAILED,10.88,EXP
920034,7006033,5110,2026-05-19 20:53:27,5,119,DELIVERED,11.6,STD
919677,7005922,5003,2026-05-19 12:31:58,8,126,PICKUP,38.47,EXP
919344,7005811,5188,2026-05-19 13:33:19,7,130,OUT_FOR_DELIVERY,32.73,ECO
920259,7006109,5108,2026-05-19 17:26:06,3,108,DELIVERED,15.22,EXP
919329,7005805,5075,19/05/2026 19:42,5,120,FAILED,12.36,EXP
919603,7005900,5129,2026-05-19 12:21:37,6,107,FAILED,2.11,EXP
920022,7006030,5080,2026-05-19 08:12:38,7,106,PICKUP,41.08,STD
920100,7006053,5011,2026-05-19 15:55:12,6,136,FAILED,2.65,STD
920149,7006071,5135,2026-05-19 11:17:33,9,124,PICKUP,39.23,EXP
919541,7005879,5145,2026-05-19 17:54:27,7,103,PICKUP,27.06,STD
919567,7005887,5038,2026-05-19 16:26:09,4,121,ARRIVE,16.6,STD
920063,7006041,5027,2026-05-19 15:01:51,8,114,FAILED,"41,76",EXP
919439,7005845,5086,2026-05-19 07:57:42,6,126,DEPART,16.22,ECO
919586,7005890,5196,2026-05-19 18:12:08,6,114,ARRIVE,32.68,ECO
920075,7006044,5060,2026-05-19 09:05:21,8,118,OUT_FOR_DELIVERY,8.45,STD
919824,7005957,5141,2026-05-19 14:47:41,8,132,ARRIVE,31.54,SDD
920222,7006089,5128,2026-05-19 06:11:43,6,111,ARRIVE,20.4,STD
920299,7006126,5145,2026-05-19 15:02:35,3,108,PICKUP,36.32,STD
920221,7006089,5043,2026-05-19 09:47:36,9,119,DELIVERED,6.52,STD
920110,7006057,5148,2026-05-19 17:42:20,9,124,FAILED,17.8,EXP
920041,7006034,5043,2026-05-19 18:25:39,1,136,OUT_FOR_DELIVERY,20.25,EXP
920212,7006086,5023,2026-05-19 14:45:46,8,105,OUT_FOR_DELIVERY,46.67,STD
919486,7005860,5044,2026-05-19 10:04:31,3,136,ARRIVE,32.35,ECO
920179,7006082,5062,2026-05-19 19:21:52,7,127,PICKUP,26.7,STD
919637,7005910,5126,2026-05-19 16:04:08,8,135,DEPART,15.8,STD
919981,7006018,5015,2026-05-19 13:22:22,1,107,OUT_FOR_DELIVERY,37.03,EXP
919412,7005833,5011,2026-05-19 13:25:40,8,117,PICKUP,19.82,SDD
919975,7006015,5024,2026-05-19 21:28:17,9,110,DELIVERED,14.27,EXP
919727,7005943,5004,2026-05-19 12:00:26,7,131,DELIVERED,13.21,EXP
919851,7005968,5157,2026-05-19 19:18:56,7,127,OUT_FOR_DELIVERY,14.03,STD
919934,7005999,5154,2026-05-19 21:02:00,2,139,ARRIVE,40.38,EXP
920243,7006102,5164,2026-05-19 21:16:04,8,115,PICKUP,20.98,EXP
919930,7005997,5078,2026-05-19 15:12:37,1,137,PICKUP,16.69,SDD
919401,7005829,5130,2026-05-19 21:58:26,7,112,DEPART,33.9,EXP
919600,7005898,5087,2026-05-19 10:57:11,4,104,DEPART,42.31,ECO
919595,7005895,5139,2026-05-19 09:36:49,10,116,DELIVERED,5.09,SDD
919563,7005886,5050,2026-05-19 17:08:00,4,124,DELIVERED,42.66,SDD
920156,7006072,5104,2026-05-19 12:03:04,6,113,DEPART,36.81,EXP
919397,7005827,5056,2026-05-19 21:23:53,4,124,FAILED,27.21,SDD
920037,7006033,5030,2026-05-19 19:16:53,1,113,ARRIVE,28.77,SDD
920261,7006111,5016,2026-05-19 08:08:57,2,128,FAILED,,EXP
919830,7005958,5084,2026-05-19 15:50:58,3,109,FAILED,23.72,EXP
920117,7006059,5021,2026-05-19 16:42:37,8,131,DELIVERED,44.23,ECO
920229,7006092,5180,2026-05-19 10:27:42,6,121,FAILED,42.43,SDD
919384,7005825,5192,2026-05-19 20:30:38,9,138,PICKUP,11.25,EXP
919893,7005981,5187,19/05/2026 17:43,10,115,DELIVERED,22.22,ECO
919396,7005827,5042,2026-05-19 12:50:00,3,114,OUT_FOR_DELIVERY,37.23,EXP
919372,7005821,5151,2026-05-19 07:28:45,6,121,ARRIVE,20.09,EXP
919361,7005819,5136,2026-05-19 09:42:59,6,119,OUT_FOR_DELIVERY,41.01,STD
919410,7005832,5046,2026-05-19 12:03:57,3,127,delivered,18.27,EXP
919283,7005796,5105,2026-05-19 18:05:02,9,140,arrive,34.34,EXP
919501,7005864,5180,2026-05-19 12:42:16,99,118,OUT_FOR_DELIVERY,12.62,SDD
919577,7005888,5196,2026-05-19 18:53:50,6,135,ARRIVE,27.79,ECO
919411,7005833,5111,2026-05-19 14:31:03,4,112,ARRIVE,30.09,SDD
920033,7006033,5133,2026-05-19 09:14:09,4,104,PICKUP,"14,12",EXP
919415,7005834,5152,2026-05-19 17:36:11,8,134,FAILED,35.82,EXP
920215,7006088,5133,2026-05-19 19:36:02,3,133,DEPART,2.75,EXP
919766,7005949,5069,2026-05-19 16:08:27,1,116,OUT_FOR_DELIVERY,5.93,EXP
919613,7005901,5093,2026-05-19 14:24:21,5,126,DELIVERED,12.93,EXP
920158,7006072,5076,2026-05-19 16:21:12,4,118,PICKUP,35.92,SDD
920079,7006045,5169,2026-05-19 21:10:33,8,125,OUT_FOR_DELIVERY,8.57,STD
919949,7006008,5022,2026-05-19 19:43:22,2,119,delivered,41.63,SDD
919969,7006013,5019,2026-05-19 14:38:52,3,123,OUT_FOR_DELIVERY,30.88,SDD
920133,7006066,5178,19/05/2026 10:40,10,109,ARRIVE,3.08,ECO
919322,7005804,5085,19/05/2026 13:45,5,122,DEPART,4.5,EXP
919380,7005824,5038,2026-05-19 08:27:06,8,104,DEPART,44.23,EXP
920056,7006038,5154,2026-05-19 08:38:39,6,137,DEPART,5.92,EXP
919756,7005948,5091,2026-05-19 20:25:31,7,130,ARRIVE,26.52,ECO
919481,7005858,5030,2026-05-19 13:23:48,2,108,OUT_FOR_DELIVERY,19.81,SDD
919492,7005863,5025,2026-05-19 21:17:09,7,128,PICKUP,29.1,SDD
920003,7006024,5084,2026-05-19 09:25:15,5,130,ARRIVE,18.85,STD
920193,7006085,5160,2026-05-19 12:49:19,3,137,DEPART,,STD
920177,7006081,5053,2026-05-19 11:04:23,1,137,FAILED,18.55,SDD
919942,7006003,5168,2026-05-19 13:38:20,5,134,DELIVERED,30.67,STD
920282,7006120,5041,2026-05-19 21:35:48,10,121,PICKUP,29.54,EXP
919775,7005950,5150,2026-05-19 07:27:55,1,105,ARRIVE,45.75,EXP
920300,7006127,5128,2026-05-19 15:23:30,6,137,OUT_FOR_DELIVERY,20.05,EXP
919995,7006020,5068,2026-05-19 17:14:07,4,131,ARRIVE,36.86,ECO
920002,7006023,5175,2026-05-19 12:39:48,1,120,FAILED,43.57,SDD
919848,7005967,5004,19/05/2026 10:49,2,139,DELIVERED,31.51,SDD
920309,7006131,5133,2026-05-19 21:14:18,6,127,DELIVERED,30.67,STD
920122,7006061,5197,2026-05-19 08:32:31,2,136,ARRIVE,37.15,SDD
919773,7005950,5046,2026-05-19 18:49:42,2,111,depart,12.24,STD
919866,7005974,5064,2026-05-19 08:49:18,1,135,DEPART,"11,8",STD
919853,7005969,5104,2026-05-19 14:35:06,1,110,OUT_FOR_DELIVERY,7.52,EXP
920027,7006031,5052,2026-05-19 09:46:00,6,104,PICKUP,5.69,STD
919408,7005831,5170,2026-05-19 11:54:44,7,135,DELIVERED,28.16,STD
919683,7005925,5068,2026-05-19 06:38:27,3,109,DELIVERED,40.79,STD
919735,7005943,5019,2026-05-19 09:01:56,9,101,FAILED,1.44,STD
919495,7005863,5076,2026-05-19 11:34:49,5,140,OUT_FOR_DELIVERY,29.41,SDD
919478,7005858,5125,2026-05-19 18:40:50,7,103,PICKUP,30.95,EXP
919580,7005889,5009,2026-05-19 11:44:33,4,124,DELIVERED,24.47,ECO
919547,7005880,5166,2026-05-19 09:03:49,9,138,FAILED,2.7,STD
920058,7006039,5067,2026-05-19 12:49:18,7,103,pickup,27.12,SDD
920236,7006097,5056,2026-05-19 16:51:41,2,139,ARRIVE,11.86,STD
920248,7006105,5008,2026-05-19 17:33:06,8,137,FAILED,41.11,ECO
920111,7006058,5037,2026-05-19 10:51:54,3,101,OUT_FOR_DELIVERY,31.05,SDD
920126,7006063,5178,2026-05-19 10:48:29,9,109,FAILED,11.95,ECO
919874,7005976,5115,2026-05-19 15:11:29,5,101,OUT_FOR_DELIVERY,7.39,ECO
919867,7005975,5015,2026-05-19 19:52:44,1,105,FAILED,2.46,ECO
920029,7006032,5145,2026-05-19 15:04:11,6,129,OUT_FOR_DELIVERY,33.36,ECO
919757,7005949,5050,2026-05-19 14:49:57,9,110,FAILED,11.41,EXP
919980,7006018,5185,2026-05-19 16:33:56,7,128,DEPART,39.23,EXP
920191,7006084,5074,2026-05-19 17:08:30,7,132,FAILED,25.66,ECO
919480,7005858,5054,2026-05-19 16:07:35,2,137,PICKUP,24.0,SDD
919676,7005922,5050,2026-05-19 07:30:26,8,133,FAILED,8.65,SDD
919356,7005815,5108,2026-05-19 17:29:42,10,103,FAILED,"23,6",ECO
920142,7006068,5089,2026-05-19 11:37:52,5,119,ARRIVE,47.3,EXP
919355,7005815,5087,2026-05-19 18:29:00,5,105,ARRIVE,12.81,ECO
919905,7005986,5187,2026-05-19 21:01:10,5,134,ARRIVE,30.81,STD
920062,7006040,5198,2026-05-19 08:22:15,7,118,OUT_FOR_DELIVERY,21.55,ECO
919331,7005805,5113,2026-05-19 08:59:06,1,115,DEPART,27.83,STD
919845,7005966,5045,2026-05-19 17:49:10,8,121,PICKUP,3.91,EXP
919414,7005833,5014,2026-05-19 18:34:42,1,114,DELIVERED,42.24,SDD
920220,7006088,5170,2026-05-19 12:05:28,1,125,DEPART,28.47,ECO
920298,7006126,5147,2026-05-19 12:09:20,4,,DEPART,15.45,SDD
920169,7006076,5037,2026-05-19 16:59:17,8,139,PICKUP,41.7,STD
919463,7005854,5034,2026-05-19 19:18:32,10,101,FAILED,12.67,STD
919745,7005947,5043,2026-05-19 18:57:58,9,111,DEPART,27.75,STD
920098,7006053,5183,2026-05-19 14:49:21,5,102,DELIVERED,5.38,STD
919491,7005862,5195,2026-05-19 10:12:35,5,120,FAILED,16.88,SDD
919765,7005949,5073,2026-05-19 08:23:22,10,125,PICKUP,10.02,EXP
919988,7006020,5103,2026-05-19 21:00:00,7,137,ARRIVE,4.15,STD
919873,7005976,5154,2026-05-19 09:59:10,9,127,ARRIVE,43.4,ECO
919621,7005904,5122,2026-05-19 09:50:56,1,103,FAILED,4.03,ECO
919418,7005836,5155,2026-05-19 19:01:52,1,112,PICKUP,0.76,SDD
920228,7006091,5145,2026-05-19 11:15:29,1,140,FAILED,22.99,STD
919626,7005904,5159,2026-05-19 19:42:10,2,128,DELIVERED,18.49,STD
919433,7005841,5196,2026-05-19 16:53:53,3,125,DEPART,41.22,ECO
919582,7005889,5024,2026-05-19 11:32:43,3,139,OUT_FOR_DELIVERY,31.33,EXP
919618,7005903,5047,2026-05-19 11:15:44,3,139,FAILED,35.3,SDD
919662,7005915,5052,2026-05-19 08:33:48,9,130,OUT_FOR_DELIVERY,35.38,SDD
919782,7005950,5200,2026-05-19 13:02:58,4,117,ARRIVE,25.03,STD
919615,7005902,5003,2026-05-19 19:29:12,9,135,PICKUP,15.32,SDD
919650,7005912,5166,2026-05-19 12:41:58,9,122,DELIVERED,33.98,SDD
920285,7006121,5025,2026-05-19 13:42:08,4,132,DELIVERED,26.03,SDD
920205,7006086,5140,2026-05-19 19:23:50,3,112,ARRIVE,39.12,EXP
919272,7005793,5090,2026-05-19 11:13:52,9,103,DEPART,29.28,EXP
919769,7005949,5057,2026-05-19 14:22:26,9,110,ARRIVE,24.33,EXP
919274,7005794,5034,19/05/2026 19:32,2,124,DELIVERED,47.76,SDD
920070,7006042,5024,2026-05-19 12:42:26,3,101,FAILED,33.8,SDD
919298,7005799,5118,2026-05-19 18:33:37,8,114,DELIVERED,43.72,EXP
919973,7006015,5014,2026-05-19 21:52:01,7,139,DEPART,35.0,SDD
919571,7005887,5200,19/05/2026 17:02,4,133,DELIVERED,25.94,SDD
920114,7006058,5145,2026-05-19 20:01:16,1,112,DEPART,47.33,ECO
919849,7005967,5144,2026-05-19 11:14:57,6,101,PICKUP,46.94,EXP
919731,7005943,5103,19/05/2026 11:22,7,122,ARRIVE,42.09,ECO
919947,7006007,5147,2026-05-19 14:03:27,9,104,OUT_FOR_DELIVERY,1.84,ECO
919916,7005993,5171,2026-05-19 20:40:08,6,132,OUT_FOR_DELIVERY,5.12,ECO
920134,7006066,5191,2026-05-19 18:30:47,5,108,OUT_FOR_DELIVERY,4.31,ECO
919496,7005864,5114,2026-05-19 12:20:40,8,102,PICKUP,25.87,STD
920314,7006132,5106,2026-05-19 16:37:07,9,121,failed,37.25,ECO
919488,7005861,5055,2026-05-19 10:39:02,1,123,DELIVERED,28.66,EXP
919982,7006018,5127,2026-05-19 17:31:24,9,139,ARRIVE,14.37,STD
919432,7005841,5083,2026-05-19 18:11:47,10,139,DEPART,45.93,ECO
919710,7005940,5010,2026-05-19 17:11:53,10,139,FAILED,,STD
920139,7006068,5100,2026-05-19 12:21:09,6,130,ARRIVE,6.07,ECO
919856,7005969,5141,2026-05-19 08:48:44,1,139,DEPART,19.74,STD
919946,7006006,5032,2026-05-19 15:53:11,7,128,OUT_FOR_DELIVERY,4.11,SDD
920083,7006045,5078,2026-05-19 19:47:57,4,137,DEPART,46.5,ECO
920039,7006033,5152,2026-05-19 21:44:43,7,108,OUT_FOR_DELIVERY,21.18,EXP
919879,7005977,5053,2026-05-19 06:18:08,8,,FAILED,44.01,ECO
919718,7005942,5104,2026-05-19 07:59:25,5,113,DEPART,19.57,EXP
920080,7006045,5067,2026-05-19 19:30:36,4,139,ARRIVE,1.22,EXP
919470,7005856,5143,2026-05-19 08:30:53,1,126,DEPART,0.21,SDD
919629,7005905,5192,2026-05-19 19:00:06,5,135,DELIVERED,24.12,ECO
919860,7005970,5089,2026-05-19 18:55:48,5,115,DELIVERED,26.97,EXP
920065,7006041,5075,2026-05-19 17:48:15,9,101,DEPART,29.51,ECO
919526,7005871,5038,2026-05-19 15:37:17,10,116,DELIVERED,2.05,ECO
919511,7005868,5051,2026-05-19 09:46:14,10,137,ARRIVE,31.62,ECO
919341,7005810,5016,2026-05-19 07:42:22,3,116,DEPART,25.6,EXP
919576,7005888,5039,2026-05-19 10:46:44,2,111,delivered,40.3,ECO
919314,7005802,5069,2026-05-19 17:21:21,8,122,DELIVERED,8.06,EXP
919280,7005796,5107,2026-05-19 12:42:55,4,139,FAILED,32.01,EXP
920112,7006058,5199,2026-05-19 17:32:39,6,123,PICKUP,46.53,STD
919575,7005887,5117,2026-05-19 07:51:24,1,136,PICKUP,5.41,ECO
919464,7005854,5105,2026-05-19 10:20:50,3,137,FAILED,29.09,STD
919424,7005839,5174,2026-05-19 06:34:00,3,120,PICKUP,37.16,STD
920297,7006125,5174,2026-05-19 06:55:23,10,133,FAILED,13.68,STD
919373,7005822,5086,2026-05-19 07:31:20,6,132,ARRIVE,13.85,EXP
919317,7005804,5013,2026-05-19 06:33:12,2,127,DEPART,4.63,EXP
919675,7005921,5060,2026-05-19 08:42:20,4,104,OUT_FOR_DELIVERY,,STD
919323,7005805,5078,2026-05-19 16:05:45,3,103,delivered,35.97,STD
920000,7006022,5077,2026-05-19 10:18:31,10,117,DEPART,39.3,SDD
919985,7006019,5171,2026-05-19 21:09:00,6,115,OUT_FOR_DELIVERY,7.44,EXP
919787,7005950,5169,2026-05-19 08:38:31,8,113,DELIVERED,38.24,EXP
919553,7005883,5191,2026-05-19 16:46:22,8,130,OUT_FOR_DELIVERY,15.45,STD
919560,7005884,5178,2026-05-19 21:21:15,5,108,FAILED,6.01,STD
919371,7005821,5172,2026-05-19 18:44:02,4,118,DELIVERED,8.96,EXP
919430,7005841,5062,2026-05-19 17:15:06,8,117,ARRIVE,10.53,EXP
920155,7006072,5105,2026-05-19 11:40:32,7,116,DEPART,17.97,SDD
919761,7005949,5024,2026-05-19 08:38:40,99,137,DEPART,47.87,SDD
